"id","region","price","year","manufacturer","model","condition","cylinders","fuel","odometer","title_status","transmission","VIN","drive","size","type","paint_color","county","state","lat","long","posting_date"
7314584296,"auburn",22590,2017,"ram","1500 regular cab tradesman","good",8,"gas",39508,"clean","other","3C6JR6DT3HG557601",,,"pickup","white",,"al",32.59,-85.48,"2021-04-29T18:11:08-0500"
7314584315,"auburn",31590,2020,"mazda","mx-5 miata club","good",,"gas",2195,"clean","other","JM1NDAC74L0413665","rwd",,"other",,,"al",32.59,-85.48,"2021-04-29T18:11:10-0500"
7314584322,"auburn",27990,2020,"ford","ranger supercab xl pickup","good",,"gas",10688,"clean","other","1FTER1EH1LLA36301",,,"pickup","white",,"al",32.59,-85.48,"2021-04-29T18:11:11-0500"
7314584291,"auburn",31590,2019,"cadillac","xt4 sport suv 4d","good",,"other",12102,"clean","other","1GYFZER40KF121673","fwd",,"hatchback","black",,"al",32.59,-85.48,"2021-04-29T18:11:08-0500"
7314560853,"auburn",19900,2004,"ford","f250 super duty","good",8,"diesel",88000,"clean","automatic",,"4wd","full-size","pickup","blue",,"al",32.5475,-85.4682,"2021-04-29T17:19:18-0500"
7313857831,"auburn",16590,2016,"jeep","renegade sport suv 4d","good",,"gas",35835,"clean","other","ZACCJBAW9GPC62449","4wd",,"other","red",,"al",32.59,-85.48,"2021-04-28T11:01:17-0500"
7313857767,"auburn",26990,2016,"ford","f150 regular cab xl pickup","good",6,"gas",14230,"clean","other","1FTMF1CP3GKD62143",,,"pickup","black",,"al",32.59,-85.48,"2021-04-28T11:01:11-0500"
7313857701,"auburn",25590,2015,"gmc","sierra 1500 regular cab","good",6,"other",35290,"clean","other","1GTN1TEH9FZ243281",,,"pickup","white",,"al",32.59,-85.48,"2021-04-28T11:01:06-0500"
7313406529,"auburn",14000,2012,"honda","odyssey","excellent",6,"gas",95000,"clean","automatic",,"fwd","full-size","mini-van","silver",,"al",32.628739,-85.46182,"2021-04-27T12:20:01-0500"
7313387888,"auburn",28590,2018,"ram","1500 quad cab express pickup","good",6,"other",30047,"clean","other","1C6RR6FG0JS259587",,,"pickup","white",,"al",32.59,-85.48,"2021-04-27T11:51:04-0500"
7313387902,"auburn",24590,2013,"gmc","sierra 1500 extended cab slt","good",8,"other",80318,"clean","other","1GTR1WE07DZ143724",,,"pickup",,,"al",32.59,-85.48,"2021-04-27T11:51:05-0500"
7313337060,"auburn",25990,2019,"ram","1500 classic regular cab","good",8,"gas",12302,"clean","other","3C6JR6DT3KG560649",,,"pickup","white",,"al",32.59,-85.48,"2021-04-27T10:31:18-0500"
7313319521,"auburn",34990,2018,"ford","mustang gt premium","good",8,"gas",18650,"clean","other","1FATP8FF5J5115190","rwd",,"other","black",,"al",32.59,-85.48,"2021-04-27T10:01:24-0500"
7312858079,"auburn",27990,2017,"chevrolet","colorado extended cab","good",,"gas",22120,"clean","other","1GCHSCEA7H1203280",,,"pickup",,,"al",32.59,-85.48,"2021-04-26T11:30:49-0500"
7312847466,"auburn",22500,2001,"ford","f450","good",8,"diesel",144700,"clean","manual",,"rwd","full-size","truck","white",,"al",32.6304,-85.4016,"2021-04-26T11:15:36-0500"
7312824400,"auburn",32990,2019,"chevrolet","silverado 1500 ld","good",,"other",6897,"clean","other","2GCVKNEC8K1187169",,,"pickup","black",,"al",32.59,-85.48,"2021-04-26T10:41:03-0500"
7312799035,"auburn",31990,2013,"toyota","tundra double cab pickup","good",8,"gas",55068,"clean","other","5TFUY5F19DX303623","4wd",,"pickup",,,"al",32.59,-85.48,"2021-04-26T10:01:19-0500"
7312754093,"auburn",29990,2014,"chevrolet","silverado 1500 double","good",8,"gas",26129,"clean","other","1GCVKREC7EZ196951","4wd",,"pickup","brown",,"al",32.59,-85.48,"2021-04-26T08:42:39-0500"
7312342653,"auburn",23990,2016,"chevrolet","silverado 1500 regular","good",6,"gas",41568,"clean","other","1GCNCNEH4GZ259783",,,"pickup","white",,"al",32.59,-85.48,"2021-04-25T10:41:14-0500"
7312342811,"auburn",22990,2012,"toyota","tacoma access cab pickup","good",,"gas",37725,"clean","other","5TFTX4CN6CX015282",,,"pickup","white",,"al",32.59,-85.48,"2021-04-25T10:41:29-0500"
7312337810,"auburn",26990,2014,"chevrolet","silverado 1500 crew","good",6,"gas",63129,"clean","automatic","3GCPCREH5EG437908",,,"pickup","black",,"al",32.59,-85.48,"2021-04-25T10:31:15-0500"
7312313815,"auburn",33990,2017,"jeep","wrangler unlimited sahara","good",6,"other",34152,"clean","other","1C4HJWEG5HL696454","4wd",,"SUV","white",,"al",32.59,-85.48,"2021-04-25T09:41:09-0500"
7312144944,"auburn",15000,2017,"dodge","charger rt 4dr sedan","excellent",8,"gas",90000,"rebuilt","automatic",,"rwd","mid-size","sedan","grey",,"al",32.8224,-85.7704,"2021-04-24T18:39:59-0500"
7311960895,"auburn",26590,2020,"honda","civic si coupe 2d","good",,"gas",9954,"clean","other","2HGFC3A51LH751302","fwd",,"coupe","silver",,"al",32.59,-85.48,"2021-04-24T12:50:58-0500"
7311818339,"auburn",18590,2018,"honda","civic lx sedan 4d","good",,"gas",28942,"clean","other","19XFC2F59JE206832","fwd",,"sedan","white",,"al",32.59,-85.48,"2021-04-24T08:52:24-0500"
7311818189,"auburn",29590,2017,"ford","expedition xlt sport","good",6,"gas",70760,"clean","other","1FMJU1JT1HEA52352","4wd",,"SUV","blue",,"al",32.59,-85.48,"2021-04-24T08:52:07-0500"
7311818157,"auburn",21590,2018,"honda","civic ex sedan 4d","good",,"gas",7885,"clean","other","2HGFC2F74JH589649","fwd",,"sedan",,,"al",32.59,-85.48,"2021-04-24T08:52:03-0500"
7311409434,"auburn",22590,2013,"ford","f150 super cab xl pickup 4d","good",6,"other",14169,"clean","other","1FTEX1CMXDFB16329",,,"pickup","silver",,"al",32.59,-85.48,"2021-04-23T11:41:07-0500"
7311351407,"auburn",33990,2020,"jeep","wrangler sport suv 2d","good",6,"gas",9859,"clean","other","1C4GJXAG9LW193038","4wd",,"other",,,"al",32.59,-85.48,"2021-04-23T10:10:54-0500"
7311327726,"auburn",29990,2012,"toyota","tacoma double cab pickup","good",6,"gas",43182,"clean","other","3TMLU4EN4CM085701","4wd",,"pickup","white",,"al",32.59,-85.48,"2021-04-23T09:30:51-0500"
7311310782,"auburn",37590,2019,"ford","f150 supercrew cab xl","good",6,"gas",8663,"clean","other","1FTEW1CP2KKC65268",,,"pickup",,,"al",32.59,-85.48,"2021-04-23T09:01:04-0500"
7310905283,"auburn",25990,2015,"lexus","nx 300h sport utility 4d","good",,"other",55783,"clean","other","JTJBJRBZ8F2020836",,,"hatchback","white",,"al",32.59,-85.48,"2021-04-22T11:51:00-0500"
7310848060,"auburn",32990,2018,"jaguar","e-pace p250 s sport","good",,"other",26685,"clean","other","SADFJ2FX1J1Z13468",,,"other","white",,"al",32.59,-85.48,"2021-04-22T10:21:14-0500"
7310803539,"auburn",28990,2020,"buick","encore gx essence sport","good",,"gas",21,"clean","other","KL4MMGSL4LB128069",,,"other","white",,"al",32.59,-85.48,"2021-04-22T09:01:26-0500"
7310798664,"auburn",34990,2020,"lexus","nx 300 sport utility 4d","good",,"gas",1722,"clean","other","JTJAARBZ1L2159357","fwd",,"hatchback","black",,"al",32.59,-85.48,"2021-04-22T08:51:28-0500"
7310644616,"auburn",3000,2004,"chrysler","town & country","good",6,"gas",176144,"clean","automatic",,"fwd","mid-size","mini-van","silver",,"al",32.629409,-85.484447,"2021-04-21T19:26:56-0500"
7310383361,"auburn",22590,2016,"volvo","s60 t5 cross country","good",,"gas",42755,"clean","other","YV4612UMXG2000759",,,"sedan",,,"al",32.59,-85.48,"2021-04-21T11:30:50-0500"
7310332383,"auburn",36990,2019,"volvo","s60 t6 inscription sedan","good",,"gas",8141,"clean","other","7JRA22TL6KG004114",,,"sedan","white",,"al",32.59,-85.48,"2021-04-21T10:11:01-0500"
7310308166,"auburn",31990,2020,"volvo","s60 t5 momentum sedan 4d","good",,"gas",16594,"clean","other","7JR102FK7LG060315","fwd",,"sedan",,,"al",32.59,-85.48,"2021-04-21T09:30:56-0500"
7310276274,"auburn",28590,2019,"volvo","s60 t5 momentum sedan 4d","good",,"gas",18531,"clean","other","7JR102FK4KG010003","fwd",,"sedan","black",,"al",32.59,-85.48,"2021-04-21T08:30:57-0500"
7309876037,"auburn",31990,2018,"audi","q5 premium sport utility 4d","good",,"gas",19179,"clean","other","WA1ANAFY7J2102310",,,"other",,,"al",32.59,-85.48,"2021-04-20T11:51:17-0500"
7309828117,"auburn",19990,2015,"infiniti","qx60 3.5 sport utility","good",,"other",96003,"clean","other","5N1AL0MM5FC519184",,,"SUV","silver",,"al",32.59,-85.48,"2021-04-20T10:41:08-0500"
7309827921,"auburn",29590,2017,"lincoln","continental select sedan","good",6,"gas",35320,"clean","other","1LN6L9TP6H5634048",,,"sedan","black",,"al",32.59,-85.48,"2021-04-20T10:40:55-0500"
7309828053,"auburn",29990,2018,"alfa-romeo","romeo stelvio ti sport","good",,"other",26978,"clean","other","ZASFAKBN3J7B64774",,,"hatchback",,,"al",32.59,-85.48,"2021-04-20T10:41:04-0500"
7309798041,"auburn",2100,2006,"subaru","impreza","fair",4,"gas",97000,"clean","automatic",,,,"hatchback",,,"al",32.5475,-85.4682,"2021-04-20T09:55:48-0500"
7309361405,"auburn",80,2004,"honda",,"excellent",6,"gas",94020,"clean","automatic",,,,,,,"al",32.8113,-85.1749,"2021-04-19T12:55:06-0500"
7309271279,"auburn",15990,2016,,"Scion iM Hatchback 4D","good",,"gas",29652,"clean","other","JTNKARJEXGJ517925","fwd",,"hatchback","blue",,"al",32.59,-85.48,"2021-04-19T10:51:13-0500"
7309271051,"auburn",20590,2013,"acura","mdx sport utility 4d","good",6,"gas",77087,"clean","other","2HNYD2H30DH510846",,,"other","silver",,"al",32.59,-85.48,"2021-04-19T10:50:57-0500"
7309229548,"auburn",29590,2018,"audi","a6 2.0t premium sedan 4d","good",,"gas",13035,"clean","other","WAUC8AFC6JN041814","fwd",,"sedan",,,"al",32.59,-85.48,"2021-04-19T09:51:14-0500"
7309192232,"auburn",16590,2015,"hyundai","sonata sport sedan 4d","good",,"gas",26655,"clean","other","5NPE34AF8FH021634","fwd",,"sedan","white",,"al",32.59,-85.48,"2021-04-19T08:51:14-0500"
7309160821,"auburn",12990,1968,"volvo",,"fair",,"gas",99999,"clean","manual",,,,,,,"al",32.6454,-85.3783,"2021-04-19T07:46:40-0500"
7308779719,"auburn",33990,2017,"ram","1500 crew cab tradesman","good",8,"gas",17033,"clean","other","3C6RR7KT7HG794054","4wd",,"pickup","blue",,"al",32.59,-85.48,"2021-04-18T11:21:37-0500"
7308779686,"auburn",36590,2019,"gmc","sierra 1500 limited double","good",8,"gas",14222,"clean","other","2GTV2LECXK1123316","4wd",,"pickup","blue",,"al",32.59,-85.48,"2021-04-18T11:21:35-0500"
7308745779,"auburn",29590,2013,"gmc","sierra 1500 extended cab slt","good",8,"gas",37888,"clean","other","1GTR1WE01DZ407455",,,"pickup","silver",,"al",32.59,-85.48,"2021-04-18T10:20:58-0500"
7308730136,"auburn",40590,2019,"ford","f250 super duty regular cab","good",8,"other",9313,"clean","other","1FTBF2B65KEC91136","4wd",,"pickup","white",,"al",32.59,-85.48,"2021-04-18T09:50:48-0500"
7308365829,"auburn",33990,2018,"jeep","wrangler unlimited willys","good",6,"gas",34636,"clean","other","1C4BJWDG2JL806552","4wd",,"other","white",,"al",32.59,-85.48,"2021-04-17T13:11:25-0500"
7308255063,"auburn",43990,2019,"jeep","wrangler unlimited sahara","good",,"gas",4362,"clean","other","1C4HJXEN4KW505794","4wd",,"SUV","black",,"al",32.59,-85.48,"2021-04-17T10:30:46-0500"
7308217002,"auburn",38990,2017,"jeep","wrangler unlimited rubicon","good",6,"gas",20676,"clean","other","1C4BJWFG3HL547853","4wd",,"other","red",,"al",32.59,-85.48,"2021-04-17T09:21:25-0500"
7308216849,"auburn",39590,2018,"jeep","wrangler unlimited all new","good",6,"gas",21893,"clean","other","1C4HJXEGXJW175675","4wd",,"SUV","silver",,"al",32.59,-85.48,"2021-04-17T09:21:10-0500"
7307730503,"auburn",9500,2003,"chrysler","town & country","excellent",6,"gas",30376,"clean","automatic",,"fwd","mid-size","mini-van","blue",,"al",32.614209,-85.326357,"2021-04-16T10:40:58-0500"
7307218858,"auburn",28590,2018,"gmc","acadia sle-2 sport utility","good",6,"gas",20736,"clean","other","1GKKNLLS2JZ178034","fwd",,"SUV","white",,"al",32.59,-85.48,"2021-04-15T11:00:40-0500"
7307164168,"auburn",16590,2013,"lincoln","mkz sedan 4d","good",,"gas",61087,"clean","other","3LN6L2G99DR819673","fwd",,"sedan","red",,"al",32.59,-85.48,"2021-04-15T09:31:01-0500"
7307164193,"auburn",28990,2017,"gmc","acadia slt-1 sport utility","good",6,"gas",18041,"clean","other","1GKKNMLS2HZ305977","fwd",,"SUV",,,"al",32.59,-85.48,"2021-04-15T09:31:04-0500"
7307142186,"auburn",20590,2017,"lincoln","mkz premiere sedan 4d","good",,"gas",36436,"clean","other","3LN6L5A97HR666209","fwd",,"sedan",,,"al",32.59,-85.48,"2021-04-15T08:50:52-0500"
7306701617,"auburn",26990,2015,"lexus","nx 200t sport utility 4d","good",,"gas",29738,"clean","other","JTJYARBZ9F2013419","fwd",,"hatchback","red",,"al",32.59,-85.48,"2021-04-14T11:01:07-0500"
7306676175,"auburn",26990,2016,"lexus","nx 200t sport utility 4d","good",,"gas",31363,"clean","other","JTJYARBZ5G2041512","fwd",,"hatchback","white",,"al",32.59,-85.48,"2021-04-14T10:21:10-0500"
7306676124,"auburn",22590,2020,"buick","encore gx select sport","good",,"other",5144,"clean","other","KL4MMDSL8LB104338",,,"SUV","red",,"al",32.59,-85.48,"2021-04-14T10:21:06-0500"
7306625443,"auburn",35990,2018,"jaguar","e-pace p250 se sport","good",,"gas",8490,"clean","other","SADFP2FX0J1Z05358",,,"other","black",,"al",32.59,-85.48,"2021-04-14T08:51:46-0500"
7306407989,"auburn",17500,2008,"toyota","fj cruiser","good",6,"gas",201300,"clean","manual",,"4wd","full-size","offroad","black",,"al",32.6024,-85.4873,"2021-04-13T17:05:44-0500"
7306259907,"auburn",6000,2007,"mercedes-benz","e320 cdi","good",6,"diesel",124000,"clean","automatic",,"rwd",,"sedan","blue",,"al",32.592,-85.5189,"2021-04-13T12:54:00-0500"
7306238443,"auburn",25990,2018,"volvo","s60 t5 inscription sedan","good",,"diesel",22834,"clean","other","LYV402TK9JB177497",,,"sedan",,,"al",32.59,-85.48,"2021-04-13T12:20:52-0500"
7306198330,"auburn",6800,2005,,"blue bird bus","excellent",6,"diesel",180000,"clean","automatic",,"rwd","full-size","bus","yellow",,"al",32.8337,-85.1197,"2021-04-13T11:20:25-0500"
7306178510,"auburn",36590,2019,"volvo","s60 t6 r-design sedan 4d","good",,"gas",7618,"clean","other","7JRA22TM2KG013336",,,"sedan","white",,"al",32.59,-85.48,"2021-04-13T10:50:55-0500"
7306147932,"auburn",35990,2019,"volvo","s60 t6 r-design sedan 4d","good",,"other",15567,"clean","other","7JRA22TM4KG006873",,,"sedan","red",,"al",32.59,-85.48,"2021-04-13T10:01:15-0500"
7306095627,"auburn",33590,2019,"volvo","s60 t6 r-design sedan 4d","good",,"gas",10742,"clean","other","7JRA22TM6KG005594",,,"sedan","silver",,"al",32.59,-85.48,"2021-04-13T08:21:04-0500"
7305666455,"auburn",38990,2020,"infiniti","qx60 luxe sport utility","good",6,"gas",5279,"clean","other","5N1DL0MN9LC508268","fwd",,"other","black",,"al",32.59,-85.48,"2021-04-12T11:11:29-0500"
7305631654,"auburn",33990,2018,"alfa-romeo","romeo stelvio ti sport suv","good",,"gas",23753,"clean","other","ZASFAKNN6J7B70368",,,"hatchback",,,"al",32.59,-85.48,"2021-04-12T10:21:03-0500"
7305631581,"auburn",27990,2017,"lincoln","continental select sedan","good",6,"gas",19492,"clean","automatic","1LN6L9TK4H5636420",,,"sedan",,,"al",32.59,-85.48,"2021-04-12T10:20:58-0500"
7305578496,"auburn",28590,2018,"audi","q5 premium sport utility 4d","good",,"gas",31033,"clean","other","WA1ANAFY2J2198475",,,"SUV","silver",,"al",32.59,-85.48,"2021-04-12T08:51:46-0500"
7305186870,"auburn",18590,2018,"hyundai","sonata sel sedan 4d","good",,"gas",22075,"clean","other","5NPE34AF7JH658815","fwd",,"sedan","white",,"al",32.59,-85.48,"2021-04-11T11:21:37-0500"
7305150035,"auburn",29990,2018,"audi","a6 2.0t premium plus sedan","good",,"other",24996,"clean","automatic","WAUG8AFC8JN040987",,,"sedan","silver",,"al",32.59,-85.48,"2021-04-11T10:11:17-0500"
7305150004,"auburn",14990,2016,,"Scion iM Hatchback 4D","good",,"gas",65203,"clean","other","JTNKARJE4GJ508198","fwd",,"hatchback","red",,"al",32.59,-85.48,"2021-04-11T10:11:14-0500"
7305149985,"auburn",39990,2020,"acura","mdx sh-awd sport utility","good",6,"gas",1237,"clean","other","5J8YD4H39LL041518",,,"other","white",,"al",32.59,-85.48,"2021-04-11T10:11:13-0500"
7305082143,"auburn",2500,1966,,"1966 C-30 1 ton","good",6,"gas",47000,"clean","manual",,"rwd","full-size","pickup","brown",,"al",32.4169,-85.7094,"2021-04-11T07:07:52-0500"
7304785580,"auburn",4000,2006,"jeep","grand cherokee laredo","good",6,"gas",281000,"clean","automatic",,"rwd","mid-size","SUV","black",,"al",32.6099,-85.4808,"2021-04-10T13:04:35-0500"
7304685581,"auburn",32990,2019,"jeep","wrangler sport suv 2d","good",6,"other",1423,"clean","other","1C4GJXAGXKW566358","4wd",,"SUV","yellow",,"al",32.59,-85.48,"2021-04-10T10:31:27-0500"
7304685502,"auburn",27590,2012,"jeep","wrangler unlimited sport","good",6,"gas",52172,"clean","other","1C4BJWDG5CL258372","4wd",,"SUV","black",,"al",32.59,-85.48,"2021-04-10T10:31:21-0500"
7304646033,"auburn",18590,2017,"toyota","camry le sedan 4d","good",,"gas",30223,"clean","other","4T1BF1FK4HU421581","fwd",,"sedan","silver",,"al",32.59,-85.48,"2021-04-10T09:21:18-0500"
7304645998,"auburn",33590,2017,"ram","1500 crew cab laramie pickup","good",,"other",45464,"clean","other","1C6RR6VT3HS551162",,,"pickup","red",,"al",32.59,-85.48,"2021-04-10T09:21:15-0500"
7304184221,"auburn",40990,2017,"jeep","wrangler unlimited rubicon","good",,"other",30092,"clean","other","1C4BJWFG7HL558919","4wd",,"other","black",,"al",32.59,-85.48,"2021-04-09T10:51:35-0500"
7304158673,"auburn",33590,2017,"jeep","wrangler unlimited sport","good",6,"gas",37919,"clean","other","1C4BJWDG7HL689576","4wd",,"SUV","black",,"al",32.59,-85.48,"2021-04-09T10:11:20-0500"
7304134738,"auburn",31590,2017,"jeep","wrangler unlimited sport","good",6,"gas",35391,"clean","other","1C4BJWDG8HL671975","4wd",,"SUV","black",,"al",32.59,-85.48,"2021-04-09T09:31:05-0500"
7304111898,"auburn",30990,2017,"jeep","wrangler unlimited sport","good",6,"gas",43039,"clean","other","1C4BJWDG6HL650381","4wd",,"SUV","silver",,"al",32.59,-85.48,"2021-04-09T08:51:07-0500"
7303661415,"auburn",14590,2012,"bmw","1 series 128i coupe 2d","good",,"other",80465,"clean","other","WBAUP9C53CVL91190",,,"coupe","black",,"al",32.59,-85.48,"2021-04-08T10:41:14-0500"
7303661350,"auburn",20590,2018,"chrysler","300 limited sedan 4d","good",6,"gas",71021,"clean","other","2C3CCAEG6JH123125","rwd",,"sedan","black",,"al",32.59,-85.48,"2021-04-08T10:41:10-0500"
7303606749,"auburn",19990,2020,"mitsubishi","outlander sport es","good",,"other",11103,"clean","other","JA4AP3AU9LU013694",,,"hatchback","orange",,"al",32.59,-85.48,"2021-04-08T09:11:59-0500"
7303606702,"auburn",10990,2013,"nissan","sentra s sedan 4d","good",,"gas",81557,"clean","other","3N1AB7AP2DL658501","fwd",,"sedan","red",,"al",32.59,-85.48,"2021-04-08T09:11:55-0500"
7303236380,"auburn",26990,2018,"gmc","acadia sle-2 sport utility","good",6,"gas",26514,"clean","other","1GKKNLLS5JZ181591","fwd",,"SUV",,,"al",32.59,-85.48,"2021-04-07T13:11:30-0500"
7303130875,"auburn",36590,2020,"gmc","acadia denali sport utility","good",6,"gas",33026,"clean","other","1GKKNXLS6LZ134810",,,"SUV","black",,"al",32.59,-85.48,"2021-04-07T10:31:15-0500"
7303065930,"auburn",30990,2020,"gmc","acadia slt sport utility 4d","good",6,"gas",35200,"clean","other","1GKKNULSXLZ132766",,,"SUV","white",,"al",32.59,-85.48,"2021-04-07T08:41:09-0500"
7303065864,"auburn",24590,2018,"lincoln","mkz select sedan 4d","good",,"gas",16081,"clean","automatic","3LN6L5C91JR615484","fwd",,"sedan","white",,"al",32.59,-85.48,"2021-04-07T08:41:02-0500"
7302642422,"auburn",8990,2013,,"smart fortwo Passion Hatchback","good",,"gas",59072,"clean","automatic","WMEEJ3BA2DK636540","rwd",,"coupe","silver",,"al",32.59,-85.48,"2021-04-06T11:21:37-0500"
7302597055,"auburn",23990,2015,"lexus","nx 200t sport utility 4d","good",,"other",48462,"clean","other","JTJBARBZ6F2000472",,,"hatchback","silver",,"al",32.59,-85.48,"2021-04-06T10:11:29-0500"
7302537601,"auburn",25590,2020,"buick","encore gx select sport","good",,"gas",1113,"clean","automatic","KL4MMDSL6LB104869","fwd",,"SUV","red",,"al",32.59,-85.48,"2021-04-06T08:24:55-0500"
7302537532,"auburn",52990,2020,"jaguar","e-pace p300 r-dynamic se","good",,"gas",79,"clean","other","SADFL2GX2L1Z91107",,,"other","white",,"al",32.59,-85.48,"2021-04-06T08:24:50-0500"
7302327214,"auburn",19000,2017,"subaru","forester","like new",4,"gas",22700,"lien","automatic",,,,"SUV","red",,"al",32.592,-85.5189,"2021-04-05T17:06:46-0500"
7302286548,"auburn",28000,2018,"acura","tlx","excellent",,"gas",55000,"clean","automatic",,"fwd","compact","sedan","white",,"al",32.562007,-85.66967,"2021-04-05T15:53:12-0500"
7302108846,"auburn",17590,2015,"volvo","s60 t5 premier sedan 4d","good",,"gas",63512,"clean","automatic","YV1612TBXF1304224",,,"sedan","blue",,"al",32.59,-85.48,"2021-04-05T11:21:13-0500"
7302062793,"auburn",36590,2020,"volvo","s60 t6 r-design sedan 4d","good",,"gas",18506,"clean","other","7JRA22TM7LG032143",,,"sedan","blue",,"al",32.59,-85.48,"2021-04-05T10:11:35-0500"
7302043460,"auburn",35990,2020,"volvo","s60 t6 inscription sedan","good",,"other",11878,"clean","other","7JRA22TL7LG037835",,,"sedan","blue",,"al",32.59,-85.48,"2021-04-05T09:41:14-0500"
7302000016,"auburn",38590,2019,"volvo","s60 t8 r-design sedan 4d","good",,"gas",14054,"clean","automatic","7JRBR0FM4KG013841",,,"sedan","black",,"al",32.59,-85.48,"2021-04-05T08:21:13-0500"
